trig_clct0_valid,trig_clct0_pid,trig_clct0_nhit,trig_clct0_cc_code,trig_clct0_bend,trig_clct0_slope,trig_clct0_KeyHalfStrip,trig_clct0_KeyQuartStrip,trig_clct0_KeyEighthStrip,trig_clct1_valid,trig_clct1_pid,trig_clct1_nhit,trig_clct1_cc_code,trig_clct1_bend,trig_clct1_slope,trig_clct1_KeyHalfStrip,trig_clct1_KeyQuartStrip,trig_clct1_KeyEighthStrip
1,6,4,1308,0,8,46,92,185,0,0,0,0,0,0,0,0,0
1,6,4,1308,0,8,46,92,185,0,0,0,0,0,0,0,0,0
1,6,4,1308,0,8,46,92,185,0,0,0,0,0,0,0,0,0
1,6,4,1308,0,8,46,92,185,0,0,0,0,0,0,0,0,0
1,10,5,3899,1,0,73,146,292,0,0,0,0,0,0,0,0,0
1,10,6,2751,0,2,85,170,340,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,10,4,333,0,1,108,217,435
1,8,4,235,0,5,37,74,149,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,2723,0,1,56,113,226,0,0,0,0,0,0,0,0,0
1,10,5,2603,0,1,110,221,442,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,9,4,969,1,4,79,159,318
1,10,6,4095,1,0,105,210,421,0,0,0,0,0,0,0,0,0
1,10,5,1819,0,1,65,130,261,1,6,5,1567,0,8,56,113,227
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,4094,1,1,45,90,180,0,0,0,0,0,0,0,0,0
1,10,6,4094,1,1,45,90,180,0,0,0,0,0,0,0,0,0
1,10,6,4094,1,1,45,90,180,0,0,0,0,0,0,0,0,0
1,9,6,2750,1,5,119,238,477,1,3,4,3884,1,14,106,213,427
1,10,6,2734,0,0,42,85,170,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,68,136,273,0,0,0,0,0,0,0,0,0
1,10,5,4047,0,0,89,178,357,1,10,4,3114,1,1,80,161,322
1,10,6,4095,1,0,102,204,409,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,57,114,229,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,57,114,229,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,57,114,229,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,57,114,229,0,0,0,0,0,0,0,0,0
1,10,6,2746,0,0,74,149,298,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,4,255,0,0,33,66,133,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,4,3633,1,2,76,152,305,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,121,242,485,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,121,242,485,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,121,242,485,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,121,242,485,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,121,242,485,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,115,230,461,0,0,0,0,0,0,0,0,0
1,10,6,1710,0,1,43,86,173,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,249,1,15,46,92,184,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,249,1,15,46,92,184,0,0,0,0,0,0,0,0,0
1,3,4,249,1,15,46,92,184,0,0,0,0,0,0,0,0,0
1,10,6,3839,0,0,117,234,469,0,0,0,0,0,0,0,0,0
1,10,5,1839,0,2,41,83,167,1,8,4,1392,0,4,52,105,211
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,3006,0,0,106,213,427,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,4092,0,0,44,88,177,0,0,0,0,0,0,0,0,0
1,10,6,2795,0,0,115,231,463,0,0,0,0,0,0,0,0,0
1,10,5,3327,1,0,56,112,225,0,0,0,0,0,0,0,0,0
1,10,5,3327,1,0,102,204,409,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,3327,1,0,102,204,409,0,0,0,0,0,0,0,0,0
1,10,5,3327,1,0,102,204,409,0,0,0,0,0,0,0,0,0
1,10,5,3327,1,0,102,204,409,0,0,0,0,0,0,0,0,0
1,10,5,3327,1,0,102,204,409,0,0,0,0,0,0,0,0,0
1,10,6,1365,1,0,31,62,125,0,0,0,0,0,0,0,0,0
1,10,6,3071,0,1,127,254,509,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,100,200,401,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,5,3871,1,6,117,235,470,1,4,5,3637,0,10,106,212,424
1,10,6,4095,1,0,36,72,145,1,3,5,3756,1,14,47,95,190
1,10,5,4047,0,0,51,102,205,0,0,0,0,0,0,0,0,0
1,10,5,4092,0,0,106,212,425,0,0,0,0,0,0,0,0,0
1,7,6,1509,1,6,41,82,165,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,116,232,465,0,0,0,0,0,0,0,0,0
1,10,4,4035,1,0,65,130,261,0,0,0,0,0,0,0,0,0
1,10,5,4047,0,0,94,188,377,0,0,0,0,0,0,0,0,0
1,10,6,3675,1,0,77,154,309,1,10,6,2747,0,1,88,177,355
1,10,6,4095,1,0,71,142,285,0,0,0,0,0,0,0,0,0
1,6,4,95,0,6,65,131,263,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,46,92,185,0,0,0,0,0,0,0,0,0
1,10,5,4047,0,0,124,248,497,0,0,0,0,0,0,0,0,0
1,9,6,1662,1,3,33,66,132,1,9,4,2836,1,3,38,77,154
1,10,6,4095,1,0,83,166,333,0,0,0,0,0,0,0,0,0
1,10,4,4035,1,0,76,152,305,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,50,100,201,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,109,218,437,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,109,218,437,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,109,218,437,0,0,0,0,0,0,0,0,0
1,10,5,3060,1,1,73,147,294,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,1960,0,0,116,232,465,1,8,5,3576,0,5,107,214,428
1,10,5,1960,0,0,116,232,465,1,8,5,3576,0,5,107,214,428
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,3887,1,0,117,234,468,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,49,98,197,1,10,5,1559,0,1,61,122,244
1,10,5,2858,1,0,108,217,434,0,0,0,0,0,0,0,0,0
1,10,4,255,0,0,128,256,513,0,0,0,0,0,0,0,0,0
1,10,5,341,1,0,31,62,125,0,0,0,0,0,0,0,0,0
1,10,6,4078,1,1,40,81,163,1,10,4,3424,1,2,32,65,130
1,10,6,2731,0,1,118,237,474,1,10,6,1766,0,0,126,252,504
1,10,6,4091,1,0,110,220,440,0,0,0,0,0,0,0,0,0
1,10,6,1365,1,0,31,62,125,0,0,0,0,0,0,0,0,0
1,10,5,4083,0,0,128,256,513,0,0,0,0,0,0,0,0,0
1,10,4,4080,0,0,90,180,361,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,68,136,273,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,73,146,293,0,0,0,0,0,0,0,0,0
1,10,6,4091,1,0,84,168,336,0,0,0,0,0,0,0,0,0
1,10,6,4091,1,0,84,168,336,0,0,0,0,0,0,0,0,0
1,10,6,4091,1,0,84,168,336,0,0,0,0,0,0,0,0,0
1,9,4,4048,1,4,61,123,247,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,4,4048,1,4,61,123,247,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,115,230,461,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,44,88,177,0,0,0,0,0,0,0,0,0
1,10,5,4092,0,0,82,164,329,0,0,0,0,0,0,0,0,0
1,10,5,3262,1,0,75,151,303,0,0,0,0,0,0,0,0,0
1,10,5,3262,1,0,75,151,303,0,0,0,0,0,0,0,0,0
1,10,5,3262,1,0,75,151,303,0,0,0,0,0,0,0,0,0
1,10,5,3262,1,0,75,151,303,0,0,0,0,0,0,0,0,0
1,10,5,3262,1,0,75,151,303,0,0,0,0,0,0,0,0,0
1,10,4,255,0,0,77,154,309,0,0,0,0,0,0,0,0,0
1,8,6,1407,0,4,82,165,330,1,10,6,2981,1,2,92,184,368
1,10,6,2734,0,0,121,243,486,0,0,0,0,0,0,0,0,0
1,10,6,4027,1,0,36,72,144,0,0,0,0,0,0,0,0,0
1,9,5,2286,1,5,50,100,201,0,0,0,0,0,0,0,0,0
1,9,5,2286,1,5,50,100,201,0,0,0,0,0,0,0,0,0
1,9,5,2286,1,5,50,100,201,0,0,0,0,0,0,0,0,0
1,10,6,2794,1,0,68,137,274,0,0,0,0,0,0,0,0,0
1,10,6,2794,1,0,68,137,274,0,0,0,0,0,0,0,0,0
1,10,6,2794,1,0,68,137,274,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,2794,1,0,68,137,274,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,6,3949,1,8,77,154,308,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,106,212,425,0,0,0,0,0,0,0,0,0
1,8,5,347,0,4,111,223,447,1,10,6,1405,0,1,125,250,500
1,10,6,2985,1,1,32,64,128,0,0,0,0,0,0,0,0,0
1,10,5,2732,0,1,85,171,343,0,0,0,0,0,0,0,0,0
1,10,5,4047,0,0,74,148,297,0,0,0,0,0,0,0,0,0
1,10,5,3816,1,1,97,195,390,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,62,124,249,0,0,0,0,0,0,0,0,0
1,10,6,4094,1,1,34,68,136,0,0,0,0,0,0,0,0,0
1,8,6,3770,0,5,123,246,492,0,0,0,0,0,0,0,0,0
1,8,6,3770,0,5,123,246,492,0,0,0,0,0,0,0,0,0
1,8,6,3770,0,5,123,246,492,0,0,0,0,0,0,0,0,0
1,8,6,3770,0,5,123,246,492,0,0,0,0,0,0,0,0,0
1,8,6,3770,0,5,123,246,492,0,0,0,0,0,0,0,0,0
1,8,6,3770,0,5,123,246,492,0,0,0,0,0,0,0,0,0
1,8,6,3770,0,5,123,246,492,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,6,3770,0,5,123,246,492,0,0,0,0,0,0,0,0,0
1,10,4,126,0,2,39,78,157,0,0,0,0,0,0,0,0,0
1,10,4,126,0,2,39,78,157,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,2859,0,0,54,109,219,0,0,0,0,0,0,0,0,0
1,10,6,3839,0,0,103,206,413,0,0,0,0,0,0,0,0,0
1,9,6,4073,1,3,127,255,510,1,9,5,2924,1,4,121,242,485
1,10,6,4095,1,0,37,74,149,0,0,0,0,0,0,0,0,0
1,10,6,4094,1,1,114,228,456,1,8,6,4095,0,5,92,185,371
1,10,5,4047,0,0,61,122,245,0,0,0,0,0,0,0,0,0
1,8,4,620,0,3,113,227,454,1,6,4,1229,0,6,120,241,483
1,6,4,2275,0,7,89,178,357,0,0,0,0,0,0,0,0,0
1,10,5,3979,1,0,109,219,439,0,0,0,0,0,0,0,0,0
1,10,5,2984,1,0,49,98,197,0,0,0,0,0,0,0,0,0
1,10,6,3418,1,0,71,143,287,0,0,0,0,0,0,0,0,0
1,10,6,3002,1,0,86,173,346,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,87,174,349,0,0,0,0,0,0,0,0,0
1,10,5,3903,0,0,72,144,289,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,83,166,333,0,0,0,0,0,0,0,0,0
1,10,5,3631,0,0,75,150,300,1,2,4,3135,0,13,62,124,248
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,3717,1,15,39,78,156,1,3,5,4001,1,15,44,88,177
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,4013,1,2,102,205,410,0,0,0,0,0,0,0,0,0
1,10,6,4074,1,2,59,119,239,1,10,5,3978,1,1,53,107,214
1,10,6,4074,1,2,59,119,239,1,10,5,3978,1,1,53,107,214
1,10,6,4074,1,2,59,119,239,1,10,5,3978,1,1,53,107,214
1,10,5,1023,1,0,103,206,413,0,0,0,0,0,0,0,0,0
1,10,6,4015,1,0,66,132,264,1,10,5,4018,1,1,56,113,227
1,10,6,4015,1,0,66,132,264,1,10,5,4018,1,1,56,113,227
1,10,6,4015,1,0,66,132,264,1,10,5,4018,1,1,56,113,227
1,10,6,4015,1,0,66,132,264,1,10,5,4018,1,1,56,113,227
1,6,6,4031,0,6,128,257,514,0,0,0,0,0,0,0,0,0
1,6,6,4031,0,6,128,257,514,0,0,0,0,0,0,0,0,0
1,6,6,4031,0,6,128,257,514,0,0,0,0,0,0,0,0,0
1,9,6,1431,1,3,77,155,310,1,10,6,4090,1,1,89,179,359
1,10,6,4095,1,0,67,134,269,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4,1776,0,11,34,68,136,0,0,0,0,0,0,0,0,0
1,10,5,619,0,2,122,244,489,1,9,5,2659,1,4,112,224,448
1,6,6,2415,0,8,99,199,399,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,90,180,361,1,3,4,255,1,13,107,214,429
1,10,6,4095,1,0,69,138,277,0,0,0,0,0,0,0,0,0
1,10,6,2794,1,0,63,127,254,0,0,0,0,0,0,0,0,0
1,10,6,3759,0,0,93,187,375,0,0,0,0,0,0,0,0,0
1,10,4,4080,0,0,122,244,489,1,2,5,431,0,15,112,224,449
1,10,6,2795,0,0,35,71,143,0,0,0,0,0,0,0,0,0
1,10,5,3768,1,0,109,219,438,0,0,0,0,0,0,0,0,0
1,8,4,1392,0,4,44,89,179,1,9,4,3620,1,3,49,99,199
1,10,6,4078,1,1,47,95,191,0,0,0,0,0,0,0,0,0
1,10,6,2985,1,1,109,218,436,0,0,0,0,0,0,0,0,0
1,10,6,2985,1,1,109,218,436,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,2985,1,1,109,218,436,0,0,0,0,0,0,0,0,0
1,10,6,2985,1,1,109,218,436,0,0,0,0,0,0,0,0,0
1,6,6,1529,0,6,116,233,466,0,0,0,0,0,0,0,0,0
1,10,5,3323,1,0,40,80,160,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
